domain,tranco_rank,category,theme,ip,server_header,primary_contact_email,all_emails,phones,socials,addresses,pages_checked,fetched_at
turnpike.co.zw,,business,,148.251.13.105,Apache,,,,,,,2026-05-04T21:08:46.313096+00:00
watercorp.co.zw,,government,,172.67.153.96,cloudflare,,,0772593344,,,"/,/contact-us/",2026-05-04T21:08:46.313107+00:00
ww5.gwerupoly.ac.zw,,education,,160.153.91.35,,,,0542 226719; 0542 221870; 054-223117,https://www.facebook.com/people/Gweru-polytechnic/100063614961980/; https://twitter.com/GweruPoly,,"/,/about/,/about-us/",2026-05-04T21:08:46.313120+00:00
totalmedia.co.zw,,business,,192.163.208.182,Apache,,,+263 772 162 686; +263 772 020 264,https://www.facebook.com/Totalmedia-UM-122135988419841/; https://www.instagram.com/totalmedia_um,,"/,/about/,/totalnew/about/",2026-05-04T21:08:46.313132+00:00
zimalbino.co.zw,,ngo,,197.189.205.83,Apache,info@zimalbino.co.zw,contact@example.com; info@zimalbino.co.zw; info@zimalbino.co.za,+263 71 727 1073,https://www.facebook.com/envato/; https://www.instagram.com/envato/,,"/,/about/,/contact",2026-05-04T21:08:46.313147+00:00
zimining.co.zw,,business,,195.250.23.77,LiteSpeed,info@zimining.co.zw,editor@zimining.co.zw; info@zimining.co.zw; advertise@zimining.co.zw,+263 778 372 731,https://www.facebook.com/profile.php/?id=100063709473525; https://www.linkedin.com/company/zimining/?originalSubdomain=za; https://www.linkedin.com/shareArticle?url=https%3A%2F%2Fwww.zimining.co.zw%2Fabout%2F&title=About%20Us; https://twitter.com/intent/tweet?text=About%20Us&url=https%3A%2F%2Fwww.zimining.co.zw%2Fabout%2F; http://www.facebook.com/sharer.php?u=https%3A%2F%2Fwww.zimining.co.zw%2Fabout%2F; https://www.linkedin.com/shareArticle?url=https%3A%2F%2Fwww.zimining.co.zw%2Fcontact-advertise%2F&title=Contact%20%2F%20Advertise; https://twitter.com/intent/tweet?text=Contact%20%2F%20Advertise&url=https%3A%2F%2Fwww.zimining.co.zw%2Fcontact-advertise%2F; http://www.facebook.com/sharer.php?u=https%3A%2F%2Fwww.zimining.co.zw%2Fcontact-advertise%2F,,"/,/about/,/contact",2026-05-04T21:08:46.313163+00:00
wintertons.co.zw,,business,,129.232.213.100,Apache,admin@wintertons.co.zw,legal@wintertons.co.zw; admin@wintertons.co.zw; officem@wintertons.co.zw,+263 242 250 113-20,https://www.linkedin.com/in/simbarashe-s-mwamuka-4aaa8b53/,,"/,/about/,/about-us/,/contact-us/,/contact",2026-05-04T21:08:46.313195+00:00
tsholotshordc.co.zw,,government,,41.85.192.3,Apache,,,,,,,2026-05-04T21:08:46.313205+00:00
zas.co.zw,,ngo,,196.43.101.198,Apache,info@zas.co.zw,info@zas.co.zw; marketing1@zas.co.zw,+263 242 780 964 - 6; +263 789 580788,https://www.facebook.com/zimagricsocietyofficial; https://www.twitter.com/zimagricsociety; https://www.instagram.com/zas_zimagricsociety/,,"/,/about/,/about-us/,/contact-us/,/contact",2026-05-04T21:08:46.313218+00:00
zimgeo.co.zw,,business,,107.6.136.18,,info@zimgeo.co.zw,info@zimgeo.co.zw; kudzai@zimgeo.co.zw; tchirere@zimgeo.co.zw; francesca@zimgeo.co.zw,+263 719 751 574,,,"/,/about/,/about-us/,/contact",2026-05-04T21:08:46.313234+00:00
unforgettablegifts.co.zw,,ecommerce,,99.198.109.66,Apache,sales@unforgettablegifts.co.zw,sales@unforgettablegifts.co.zw,+263 717 195 140,,,"/,/contact-us/,/contact",2026-05-04T21:08:46.313253+00:00
vortexdrilling.co.zw,,business,,87.117.234.111,Apache,sales@vortex.co.zw,sales@vortex.co.zw,+263 242 747 870; +263 77 221 7100,https://www.facebook.com/vortexdrilling; https://www.instagram.com/vortexdrilling/,,"/,/about/,/about-us/,/contact-us/,/contact",2026-05-04T21:08:46.313269+00:00
zimpackaging.co.zw,,business,,45.85.249.202,nginx,info@zimpackaging.co.zw,info@zimpackaging.co.zw; wordpress@example.com,+263 242 621838; +263 772 211389,https://www.facebook.com/wordpress; https://twitter.com/wordpress; https://www.instagram.com/explore/tags/wordcamp/,,"/,/about/,/contact",2026-05-04T21:08:46.313301+00:00
ziyahnews.co.zw,,news,,192.250.239.56,LiteSpeed,,,,,,,2026-05-04T21:08:46.313319+00:00
walkingtractors.co.zw,,business,,51.81.238.81,Apache,,,,,,,2026-05-04T21:08:46.313325+00:00
zischool.co.zw,,education,,107.6.136.18,,info@zischool.co.zw,peterparker@masterstudy.com; info@zischool.co.zw,+263 77 848 4566,https://www.facebook.com/; https://www.twitter.com/; https://www.instagram.com/,,"/,/about/,/about-us/,/contact-us/,/contact",2026-05-04T21:08:46.313342+00:00
zuj.org.zw,,ngo,,65.60.39.46,,,,,https://www.facebook.com/zimbabweunionofjournalists; https://twitter.com/ZUJOfficial; https://www.instagram.com/zujofficial/,,"/,/about/,/about-us/,/contact-us/,/contact",2026-05-04T21:08:46.313357+00:00
zimunda.co.zw,,blog,,87.117.234.111,Apache,,,,,,"/,/about/,/about-us/,/contact-us/,/contact",2026-05-04T21:08:46.313371+00:00
zuvapetroleum.co.zw,,business,,148.72.65.84,Apache,info@zuvapetroleum.co.zw,customercare@zuvapetroleum.co.zw; info@zuvapetroleum.co.zw,+263 787 128 440; +263 772 129 329,https://www.facebook.com/zuvapetroleumzw/; https://www.instagram.com/zuva_petroleum/; https://www.linkedin.com/company/zuva-petroleum-zw; https://twitter.com/zuva_petroleum,,"/,/about/,/about-us/,/contact-us/,/contact",2026-05-04T21:08:46.313384+00:00
kwekwecity.org.zw,,government,,217.76.49.85,Apache,,,,,,,2026-05-04T21:08:46.313399+00:00
vocational.abbeys.co.zw,,education,popularfx,156.38.193.83,Apache,,,,,,,2026-05-04T21:08:46.313410+00:00
zimbabwewebhosting.co.zw,,business,,72.52.138.216,Apache,sales@company.co.zw,sales@company.co.zw; company@gmail.com; accounts@company.co.zw,0242-251092; 08677 007480; 0772 957786,https://www.facebook.com/ZimbabweWebHosting,,/,2026-05-04T21:08:46.313424+00:00
zimmidas.co.zw,,ecommerce,,129.232.213.100,Apache,sales@byo.zimmidas.co.zw,sales@byo.zimmidas.co.zw; midas@hre.cloverleaf.co.zw; sales@kwekwe.zimmidas.co.zw,+263-4-781320; +263-9-63746; +263-55-23804,http://www.facebook.com/Zim Midas; https://twitter.com/Zim Midas,,"/,/about/,/about-us/,/contact-us/,/contact",2026-05-04T21:08:46.313441+00:00
zimbabweacademyofmusic.org.zw,,education,,41.191.232.22,Apache,,,,,,,2026-05-04T21:08:46.313457+00:00
zimplaza.co.zw,,business,,72.52.131.97,Apache,,,+263 13 42004; +263 4 772633-9 1; +263 77 464 7549,https://www.facebook.com/zimplaza.co.zw; https://twitter.com/ZimPlaza; http://www.linkedin.com/company/zimplaza-co-zw; https://twitter.com/intent/tweet?url=https://www.zimplaza.co.zw/listing/contact-centre-association-of-zimbabwe/,,"/,/about/,/about-us/,/contact-us/,/contact",2026-05-04T21:08:46.313475+00:00
zimbabwedomains.co.zw,,business,,72.52.138.216,Apache,,,0242-251092; 08677 007480; 0772 957786,https://www.facebook.com/zimbabwedomains,,/,2026-05-04T21:08:46.313494+00:00
zina-zw.org.zw,,ngo,,172.96.161.16,Apache,zimnurse@mweb.co.zw,zimnurse@mweb.co.zw,0242-700479; +263 292276033,https://twitter.com/zimnurses?ref_src=twsrc%5Etfw,,/,2026-05-04T21:08:46.313508+00:00
zifmstereo.co.zw,,news,jannah,104.21.30.193,cloudflare,tafadzwa@zifmstereo.co.zw,tafadzwa@zifmstereo.co.zw,+263 8677004701; +263-242-746668; +2638677004701,//www.facebook.com/ZiFMStereo/; //twitter.com/ZiFMStereo; //www.instagram.com/zifmstereo/?hl=en; //www.facebook.com/sharer.php?u=https://zifmstereo.co.zw/?p=40363; //x.com/intent/post?text=About%20Last%20Night%20%E2%80%93%20Calabash%20South%20Africa&url=https://zifmstereo.co.zw/?p=40363&via=@zifmstereo; //www.linkedin.com/shareArticle?mini=true&url=https://zifmstereo.co.zw/about-last-night-calabash-south-africa/&title=About%20Last%20Night%20%E2%80%93%20Calabash%20South%20Africa,"7 Kenilworth Road, Newlands, Harare, Harare, Zimbabwe; Zimbabwe, Harare","/,/about/,/zifm-stereo-online-contact/",2026-05-04T21:08:46.313546+00:00
zimbabwewebdesign.co.zw,,business,,72.52.138.216,Apache,,,0242-251092; 08677 007480; 0772 957786,https://www.facebook.com/zimbabwewebdesign,,/,2026-05-04T21:08:46.313576+00:00
zimnat.co.zw,,business,,41.85.192.3,Apache,,,,,,,2026-05-04T21:08:46.313584+00:00
zim.ac.zw,,education,,129.232.213.107,Apache,info@zim.ac.zw,info@zim.ac.zw; training@zim.ac.zw; marketing@zim.ac.zw; elicem@zim.ac.zw,04-778922; +263-9 72497,https://www.facebook.com/ZImbabweInstituteOfManagement; https://twitter.com/ZimbabweInstit3; https://www.instagram.com/,,"/,/contacts-information/,/about/,/about-us/,/contact-us/",2026-05-04T21:08:46.313606+00:00
zvieeo.co.zw,,ngo,,192.138.189.196,LiteSpeed,info@zvieeo.co.zw,info@zvieeo.co.zw,+263 772 370 927; +263 719 370 927,https://www.facebook.com/profile.php?id=61562245058163; https://www.instagram.com/zvieeo,,"/,/about/,/about-us/,/contact-us/,/contact",2026-05-04T21:08:46.313623+00:00
zimoco.co.zw,,other,,129.232.213.100,Apache,ceo@motors.com,ceo@motors.com; s.odegard@motors.com,024 2754303; +263 8677 010153; +263 867 701 0545,https://www.facebook.com/ZIMOCOzimbabwe; https://twitter.com/Zimoco_Zimbabwe; https://www.instagram.com/zimoco_zimbabwe/?hl=en,,"/,/about/,/about-us/,/contact-us/,/contact",2026-05-04T21:08:46.313638+00:00
zimschool.co.zw,,education,,109.106.250.13,LiteSpeed,,,,,,,2026-05-04T21:08:46.313647+00:00
zimbabweanpatriot.co.zw,,news,,149.102.154.62,nginx,,,,,,,2026-05-04T21:08:46.313654+00:00
zimbca.co.zw,,ngo,,92.205.164.224,nginx,,,,,,,2026-05-04T21:08:46.313665+00:00
zimplazajobs.co.zw,,business,,72.52.131.97,Apache,,,0242-251092; 08677 007480; 0772 957786,,,"/,/contact-us/,/contact",2026-05-04T21:08:46.313681+00:00
zilan.org.zw,,ngo,,129.232.213.113,Apache,info@zilan.org.zw,info@zilan.org.zw; zilan.trust@gmail.com,+263 242 708685,,,"/,/about/,/about-us/,/contact-us/,/contact",2026-05-04T21:08:46.313696+00:00
zoppa.org.zw,,ngo,,41.57.65.29,Apache,,,,,,,2026-05-04T21:08:46.313715+00:00
ziwc.ac.zw,,education,,129.232.213.113,Apache,ziwc@zimparks.org.zw,ziwc@zimparks.org.zw; contact@eduma.com,+263 717 051 411,https://www.instagram.com/ziwcmushandike?igsh=MTZld2wxMDBzZnQ2Nw==; https://www.facebook.com/ZIWCZIMPARKS; https://x.com/MushandikeZiwc?s=20,,"/,/about/,/about-us/,/contact",2026-05-04T21:08:46.313729+00:00
zimparks.org.zw,,government,,129.232.213.109,Apache,info@zimparks.org.zw,info@zimparks.org.zw; nmundondo@zimparks.org.zw; chesa@zimparks.org.zw; tmapfumo@zimparks.org.zw; hwangebookings@zimparks.org.zw,+263 8677707627; 0779 393 908; 0774 362 632,https://m.facebook.com/zimparks/; https://x.com/Zimparks; https://www.instagram.com/_zimparks/; https://www.linkedin.com/company/zimbabwe-parks-&-wildlife-management-authority-zimparks-/; https://www.facebook.com/zimparks; https://twitter.com/Zimparks,,"/,/about/,/about-us/,/contact",2026-05-04T21:08:46.313761+00:00
zinwa.co.zw,,government,,129.232.213.113,Apache,callcentre@zinwa.co.zw,callcentre@zinwa.co.zw,+263 242 850 132; +263 734 245; +263 774 674 333,https://www.facebook.com/zinwawater; https://twitter.com/zinwawater; https://x.com/zinwawater; https://www.linkedin.com/company/zimbabwe-national-water-authority-zinwa; https://www.facebook.com/; https://www.twitter.com/,,"/,/about/,/about-us/,/contact-us/,/contact",2026-05-04T21:08:46.313799+00:00
zimche.ac.zw,,education,,129.232.213.107,Apache,info@zimche.ac.zw,info@zimche.ac.zw,+263 8677 009649; +263-24-2571165,https://www.facebook.com/zimche; https://x.com/ZimcheOfficial; https://www.linkedin.com/company/zimbabwecouncilforhighereducation/,,"/,/about/,/about-us/,/contact-us/,/contact",2026-05-04T21:08:46.313819+00:00
zimintax.co.zw,,education,,172.96.161.16,Apache,admin@zimintax.co.zw,%20admin@zimintax.co.zw; admin@zimintax.co.zw; marketing@zimintax.co.zw; technical@zimintax.co.zw,+263-0242706449; +263 788 979 014,https://www.facebook.com/Zimbabwe-Institute-of-Tax-Accountants-262044317839420/?ti=as.; https://x.com/ZimbabweTax?s=08; https://www.linkedin.com/feed/update/urn:li:activity:6705135000607563776; https://twitter.com/ZimbabweTax?s=08,,"/,/about/,/about-the-institute/,/contact-us/",2026-05-04T21:08:46.313839+00:00
zimtipihire.co.zw,,ecommerce,,172.67.210.32,,,,+263 788 095 326,https://m.facebook.com/profile.php?id=100092869881212&_rdr; https://www.instagram.com/zimtipihire/?igshid=MzNlNGNkZWQ4Mg%3D%3D,,"/,/contact-us/,/contact",2026-05-04T21:08:46.313857+00:00
zru.co.zw,,other,,172.96.161.16,Apache,admin@zru.co.zw,info@zru.co.zw; admin@zru.co.zw,+263 78 919 9906; 024 798 617; +263 71 766 4383,https://twitter.com/; https://www.facebook.com/ZimbabweRugbyUnion/; https://www.instagram.com/,,"/,/about/,/about-us/,/contact-us/,/contact",2026-05-04T21:08:46.313874+00:00
zimbusiness.co.zw,,business,,72.52.131.82,Apache,,,0242-251092; 08677 007480; 0732 957786,,,"/,/about-us/,/contact-us/",2026-05-04T21:08:46.313886+00:00
zhi.co.zw,,ngo,hello-elementor,129.232.213.100,,info@zhi.co.zw,info@zhi.co.zw,,https://twitter.com/zhi4health; https://www.facebook.com/Zimbabwe-Health-Interventions-ZHI-102520341808198; https://www.linkedin.com/company/zimbabwe-health-interventions,,"/about/,/about-us/,/contact-us/",2026-05-04T21:08:46.313901+00:00
zvimbardc.co.zw,,government,citygov,172.67.171.39,cloudflare,,,08677007012 067215-2223; 08677007012,https://www.facebook.com/zvimbaruraldistrictcouncil/; https://www.twitter.com/zvimbaruraldistrictcouncil; https://www.instagram.com/zvimbaruraldistrictcouncil,,"/,/about/,/about-us/,/contact-us/,/contact",2026-05-04T21:08:46.313919+00:00
stgileszim.co.zw,,business,,172.96.161.16,Apache,,,+263 78 855 9159,https://www.facebook.com/stgilesmedicalrehabcentre/; https://x.com/StGilesRehab; https://www.instagram.com/stgilesrehab/,,/,2026-05-04T21:08:46.313941+00:00
zimrugbyshop.co.zw,,ecommerce,,172.96.161.16,Apache,,,,,,,2026-05-04T21:08:46.313949+00:00
tafrivan.co.zw,,other,,172.96.161.16,Apache,sales@tafrivan.co.zw,info@example.com; sales@tafrivan.co.zw,+263 772 876 698; +263 772 421 703,https://www.facebook.com/AxiomThemes-505060569826537/; https://twitter.com/axiom_themes; https://www.instagram.com/axiom_themes/; https://www.facebook.com/peter.chadzamira/; https://www.facebook.com/shelter.guzhachadzamira/,,"/,/about/,/about-us/,/contact",2026-05-04T21:08:46.313965+00:00
windmill.co.zw,,business,,172.96.161.16,Apache,windmill@windmill.co.zw,windmill@windmill.co.zw,+263 772 102 020,https://www.facebook.com/100064195682836/videos/; https://www.linkedin.com/company/windmill-pvt-ltd/?originalSubdomain=zw; https://www.instagram.com/windmillzimbabwe/?hl=en; https://facebook.com/; https://twitter.com/; https://instagram.com/,,"/,/about/,/contact",2026-05-04T21:08:46.313988+00:00
zimgospelmasters.co.zw,,religious,,172.96.161.16,Apache,marketing@zimgospelmasters.co.zw,marketing@zimgospelmasters.co.zw,+263712380403; +263783303856; +263242793901,http://www.facebook.com/sharer.php?u=https%3A%2F%2Fzimgospelmasters.co.zw%2F; https://twitter.com/intent/tweet?text=Home&url=https%3A%2F%2Fzimgospelmasters.co.zw%2F; https://www.linkedin.com/shareArticle?url=https%3A%2F%2Fzimgospelmasters.co.zw%2F&title=Home,,/,2026-05-04T21:08:46.314008+00:00
umzingwanerdc.co.zw,,government,,217.76.49.85,Apache,info@umzingwanerdc.org.zw,info@umzingwanerdc.org.zw,029 2800 286-7,https://www.facebook.com/; https://twitter.com/; https://instagram.com/,,"/,/about/",2026-05-04T21:08:46.314020+00:00
zec.org.zw,,government,,41.221.144.98,Apache,,,,,,,2026-05-04T21:08:46.314040+00:00
